System,Utterance,Bleurt,WordInfoLost,WordErrorRate,TranslationEditRate,MatchErrorRate,ExtendedEditDistance,CharErrorRate,Infolm_fisher_rao,Infolm_linf,Infolm_l2,Infolm_l1,Infolm_ab,Infolm_beta,Infolm_renyi,Infolm_alpha,Infolm_kl,DepthScore,baryscore_W,baryscore_SD_10,baryscore_SD_1,baryscore_SD_5,MoverScore,BERTScore,Chrfpp,BLEU,ROUGE_2,ROUGE_1,ROUGE_L,JS_2,JS_1,ROUGE_WE_2,ROUGE_WE_1,Context,Fact,ref1,hyp,H:Understandable,H:Natural,H:Maintains Context,H:Engaging,H:Uses Knowledge,H:Overall
KV-MemNN,10,1.2208322,0.9666666388511658,0.8333333134651184,0.8333333134651184,0.8333333134651184,0.69838947057724,0.6538461446762085,2.163999080657959,0.0725231617689132,0.1858337372541428,1.4751435518264768,2.2611045837402344,2.640009880065918,0.8090358376502991,2.4261069297790527,3.381409168243408,0.1079047975162605,0.5441250200137747,0.8039554312849545,0.7755408743687155,0.8015144602333224,-0.0766569671054643,-0.4951751232147217,-0.0898660272359848,-0.0,-0.0,-0.0909090909090909,-0.0909090909090909,0.6931471805599452,0.6931471805599453,-0.0,-0.0909090909090909,"hello i am 60 years old
hi ! i just sat down to listen to some classical music .
i love classical music as a librarian its my favorite
being a christian i also like christian rock . do you like to read ?
i love to read , i have been to spain and while there i read more than ever
never been there . i love to ride on my tractor . i love the outdoors .
i'll be retiring in a few years , do you like camping ?
i do ! i am very different from my sister . she is a pole dancer in a club .
that is a big difference . when you camp , how do you cook ?
with a campfire and cast iron pans .
i will love relaxing in nature .
i just purchased a beautiful red sweater . red is my absolute favorite color .
that's perfect for the holidays . i love to sew sweaters and hoodies .
i love to crochet ! it is time to start thinking about the holidays !
yes , i sometimes use a loom for crochet too .
","your persona: i can drive a tractor.
your persona: i enjoy listening to classical music.
your persona: my favorite color is red.
your persona: i'm a christian.
your persona: my sister is a pole dancer.
","i never used a loom but will have to try sometime .
","i like red . i dyed my hair red .
",1.0,3.0,1.0,3.0,1.0,3.333333333333333
KV-MemNN,11,1.2087522,1.0,1.25,1.25,1.0,0.7142857313156128,0.8666666746139526,2.63167142868042,0.1393018960952758,0.272819459438324,1.799153208732605,3.178485870361328,5.25049352645874,1.289230227470398,3.305325984954834,5.555952072143555,0.0979000808213318,0.6539812959727076,0.8423617238780999,0.8238770951631039,0.8408560364611678,0.0036508281507898,-0.4031636416912079,-0.09548881649971,-0.0,-0.0,-0.0,-0.0,0.6931471805599452,0.6931471805599453,-0.0,-0.0,"i there i'm from pennsylvania . how about you ?
i'm in ohio . we are almost neighbors .
i know . do you have any kids ? i am expecting my first child soon .
congratulations ! i do not have any kids . the musician lifestyle is too hard for that .
oh that sounds exciting . i just became a pa 3 months ago . my job is boring .
i'm sorry to hear that . is there something you would rather be doing ?
making documentaries because i love them .
wow . that sounds pretty interesting . what subjects would you focus on ?
my husband and his job
wow . he must be a pretty interesting guy if you are going to do a documentary .
he is the best that's why i let him impregnate me
","your persona: my favorite spanish word is trabajo.
your persona: i also study languages.
your persona: my next language to study is french.
your persona: i am a musician.
your persona: one of the languages that i am currently studying is spanish.
","so what else do you like to do besides make documentaries ?
","he is awesome . he is a musician and his music ironic for my life
",0.3333333333333333,1.0,2.0,1.6666666666666667,0.0,1.6666666666666667
KV-MemNN,12,1.0687411,1.0,1.0,1.0,1.0,0.7005128264427185,0.7605633735656738,2.4859819412231445,0.0901742205023765,0.2364684641361237,1.730907320976257,3.310565948486328,4.096762657165527,1.1482179164886477,3.0790932178497314,4.821575164794922,0.1048963031485212,0.6232199777741858,0.8560925585110506,0.8339757997464734,0.8542199835006778,-0.0642517953830065,-0.4754711389541626,-0.1170550882816314,-0.0,-0.0,-0.0909090909090909,-0.0909090909090909,0.6931471805599452,0.6931471805599453,-0.0,-0.0909090909090909,"hello ! are you interested in adopting a rescued bunny ?
i love bunnies but i'm busy moving into a new apartment with my boyfriend
i'd have loved to live with my girlfriend before i went into the navy
the navy sounds tough . i teach elementary school .
i only joined because i love the color . i much prefer working with the bunny rescue , now .
i would like to take pictures of the bunnies . do you help alot of rabbits ?
yes , by volunteering and donating to them each month . what do take pictures of ?
i just enjoy photography and the colors red and silver .
i've a silver eared bunny you would love , with a red , white , and navy blue bow .
","your persona: i am fluent in english spanish and french.
your persona: my favorite colors are red and silver.
your persona: i'm interested in photography and like taking pictures.
your persona: my boyfriend and i are moving into an apartment together next week.
your persona: i'm an elementary school teacher.
","your bunny sounds adorable . bunnies are very gentle and quiet animals
","i love the color red . who is your favorite band ?
",1.0,2.6666666666666665,2.0,2.6666666666666665,1.0,3.6666666666666665
KV-MemNN,13,0.41221374,1.0,1.0,0.75,1.0,0.6192660331726074,0.7272727489471436,2.21091103553772,0.1242602840065956,0.2572994530200958,1.4987356662750244,2.552196502685547,2.9568428993225098,0.7861807942390442,2.3758437633514404,3.891038417816162,0.1185968736222199,0.396950211102394,0.785830468921071,0.7427369895847887,0.7819519477269232,-0.3826831527150766,-0.6220309138298035,-0.2393748760223389,-0.0,-0.0,-0.4285714285714285,-0.2857142857142857,0.6931471805599453,0.3465735902799726,-0.0,-0.4285714285714285,"hello hope your having a good night tonight ? i know i am .
that is good ! i am watching football highlights .
really what teams . and who are you rooting for .
i'm a green bay packer fan . do you like football ?
no i am not a fan but my son is .
how many kids do you have ?
2 children both fully grow . they never drop by .
i have kids too . i also have a couple pets .
pets ? what kind dogs cats fish or birds ?
","your persona: i have a children and a dogs.
your persona: i own a house in florida.
your persona: i enjoy american sports.
your persona: i am a male.
","i've two dogs . what about you ?
","what kind of dogs do you have .
",1.0,3.0,1.6666666666666667,2.0,0.0,2.333333333333333
KV-MemNN,14,1.1598736,0.9965277910232544,1.0625,1.0625,0.9444444179534912,0.6686274409294128,0.699999988079071,2.221940040588379,0.0598763152956962,0.1798854321241378,1.5079258680343628,3.022968292236328,2.795234680175781,0.8147661685943604,2.4385745525360107,3.7828352451324463,0.0986933271469693,0.5714135714458396,0.8773244258764967,0.8593136926172371,0.875743866925264,-0.0317421371428553,-0.4482322931289673,-0.1339997351169586,-0.0,-0.0,-0.2666666666666666,-0.2,0.6931471805599454,0.6931471805599452,-0.0714285714285714,-0.2666666666666666,"my name is joan , and i live in illinois . i'm a kindergarten teacher .
hello joan ! i'm chrissy from minnesota . i'm building a robot for my work .
that sounds exciting ! i'm clumsy with electronics .
","your persona: i helped design the game starcraft.
your persona: i'm working on a building a robot to be my body double.
your persona: i have an allergy to water.
your persona: i am a famous twitch streamer.
your persona: i am a recluse.
","this robot will help me because i'm allergic to water ! do you enjoy teaching ?
","the nearest one to me is a long drive a away , but i do not mind .
",0.3333333333333333,2.0,1.0,1.3333333333333333,0.0,1.3333333333333333
KV-MemNN,15,0.8575158000000002,1.0,1.2000000476837158,1.100000023841858,1.0,0.6164383292198181,1.0638297796249392,2.268645763397217,0.0987172424793243,0.2189851701259613,1.6003941297531128,2.4225730895996094,2.807343006134033,0.9465453624725342,2.7109925746917725,3.084893226623535,0.0913685994509605,0.5418367073111869,0.8182869417631238,0.7891336183915427,0.8158463108027478,-0.1146449312030874,-0.5079400539398193,-0.2395060509443283,-0.0,-0.0,-0.25,-0.125,0.6931471805599453,0.5767140492471123,-0.1428571428571428,-0.25,"hi , i am taking a break from studying my computer programming
what is computer programming , i am new to the united states .
i'm from india so i understand . it is telling computers how to run programs
cool , i was born in somalia , but my aunt helped me escape .
that was nice of her ! my aunt taught me how to swim
i had to get away , i was forced to marry young , but now i am happy
did you take your spouse with you ?
no , i had to escape him . it was not fun times .
i am sorry . i am glad you are safe now
thank you , do you do anything in your free time ?
i love death metal music . i listen and write some too .
death metal , is that the music you get whip lash from ?
yeah ! i also coach competitive swimming .
","your persona: i was forced to marry when i was a.
your persona: my aunt helped me escape when i was of.
your persona: i was born in somalia.
your persona: now i live in the united states.
","swimming is fun ! have you met any olympians ?
","really ? i have quite the vast collection of purple swimming suits
",1.0,3.0,3.0,3.0,0.0,4.333333333333333
KV-MemNN,16,1.0406393,0.9960784316062928,0.9411764740943908,0.9411764740943908,0.9411764740943908,0.7288135886192322,0.8333333134651184,2.220911979675293,0.0815310925245285,0.1718732416629791,1.4927654266357422,2.9844703674316406,2.410147190093994,0.9025251269340516,2.6229703426361084,3.359637260437012,0.1052279623703518,0.5846051188481108,0.8470996152080802,0.8306098699304805,0.8457155650517756,-0.0547105331431153,-0.4133574962615967,-0.1093915179371833,-0.0,-0.0,-0.2,-0.1333333333333333,0.6931471805599453,0.6931471805599453,-0.0,-0.2,"hello , how are you ? where abouts are you ?
i'm in chicago . where are you ?
in scotland . is chicago as cold and wet as it is here ?
yes , but i am allergic to water . this is very unfortunate .
it is . how do you keep clean ?
i don't go outside much . i stay clean this way .
i want to go outside . i managed to break my arm skateboarding so i m stuck indoors .
i only stream to my 100 , 000 subscribers on twitch . i do not play real sports
100k is very impressive . how long did it take to get that many ?
since i helped make starcraft , my name was already out there . 6 months .
made as in developed ? that s very cool .
","your persona: i helped design the game starcraft.
your persona: i've an allergy to water.
your persona: i am a recluse.
your persona: i'm a famous twitch streamer.
your persona: i am working on a building a robot to be my body double.
","designed , yes . now i'm making a robot to be a body double of myself .
","just give me a couple fish and some cheeseburgers to grill and i am happy
",1.0,3.0,1.0,3.0,0.0,3.0
KV-MemNN,17,0.05593966,0.8579545617103577,1.0,1.0,0.6875,0.5316455960273743,0.8695651888847351,1.9513044357299805,0.0929796770215034,0.1853457987308502,1.2472083568572998,3.3450279235839844,1.605274677276611,0.6483417153358461,2.0537378787994385,2.611504554748535,0.1064742162775156,0.4270387706217868,0.8525154009064246,0.816786715568335,0.8494308119661096,-0.2479198356956554,-0.6049937605857849,-0.2718629837036133,-0.0,-0.1111111111111111,-0.4,-0.4,0.6931471805599453,0.6931471805599453,-0.1111111111111111,-0.4,"hello how are you today
","your persona: i have three children.
your persona: i'm a plumber.
your persona: my wife and kids are the best.
your persona: my favorite ice cream flavor is chocolate.
","i'm doing very well thank you . how are you ?
","i am doing great , watching a little basketball . what are you up to ?
",1.0,3.0,3.0,2.6666666666666665,0.0,4.333333333333333
KV-MemNN,18,1.0286409,0.9807692170143129,0.875,0.875,0.875,0.6673684120178223,0.7123287916183472,2.327410936355591,0.0583247244358062,0.1861186474561691,1.5819604396820068,2.53006362915039,3.4971837997436523,0.9108931422233582,2.639927387237549,4.52155351638794,0.0934720398188741,0.5744517727537368,0.8422457081514723,0.8224355177335444,0.8404595067542133,0.0078354703785541,-0.458484023809433,-0.1163117662072181,-0.0,-0.0,-0.0714285714285714,-0.0714285714285714,0.6931471805599453,0.6931471805599453,-0.0,-0.0714285714285714,"hello , how are you doing today ?
i am okay . i wish my children would visit more , though .
i am sorry to hear that . i turn to my spouse in times like that .
i do , as well . though my husband liked me more when i was younger and prettier .
that's unfortunate . have you talked to anyone about this ?
","your persona: i have two grown children who never visit.
your persona: i used to be pretty but time has not been kind.
your persona: i'm a 56 year old woman.
your persona: i used to be a painter but now i'm a housekeeper.
","no , i keep to myself . my housekeeping job isn't exactly a social one .
","nothing . i am never going an extra mile again for sure .
",0.6666666666666666,2.0,2.0,2.333333333333333,0.0,2.6666666666666665
KV-MemNN,19,1.4612094999999998,1.0,1.0,1.0,1.0,0.7287670969963074,0.7894737124443054,2.5605461597442627,0.1951288431882858,0.3448635041713714,1.7751419544219968,3.487060546875,4.936286449432373,1.153640866279602,3.088243007659912,5.223974704742432,0.1081087345906082,0.6929325616255135,0.8996592006753591,0.8682124798397386,0.896852280000691,0.0534823365073897,-0.4314661026000977,-0.0550285503268241,-0.0,-0.0,-0.0,-0.0,0.6931471805599453,0.6931471805599453,-0.0,-0.0769230769230769,"hi my name is jill how are you today ?
","your persona: i am 19 and i cannot wait to move out 19 my parents home.
your persona: i just want to have fun with my friends.
your persona: i do not drink or do drugs or anything.
your persona: i work took i've a part time job at burger king.
","i am doing well . about to go to my job at burger king .
","what is your name ?
",1.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.0,2.0
KV-MemNN,20,1.0462197,0.9970238208770752,1.25,1.1875,0.9523809552192688,0.6482084393501282,0.9384615421295166,1.980829834938049,0.0686777904629707,0.1526037007570266,1.3009512424468994,2.1612510681152344,2.0945773124694824,0.5878402590751648,1.90149450302124,2.912078380584717,0.0980290392443623,0.512375477949176,0.7608651959497489,0.7420615653934466,0.7593468581301364,-0.12389161007277,-0.4956365525722504,-0.1725717633962631,-0.0,-0.0,-0.2857142857142857,-0.1428571428571428,0.6931471805599454,0.6115216713968132,-0.1538461538461538,-0.2857142857142857,"hey , i enjoy mowing lawns in the summer
hello . how are you ? my pet turtle and i are sitting here .
my turtle and myself love to grill outside
mommy says to pick up toys . i do not like to . i want to play dolls !
yeah , i have been retired for a long time ! years !
","your persona: i have a pet turtle.
your persona: i like to play with my dolls.
your persona: i don't pick up my toys.
your persona: my best friend lives next door.
","i want to go next door and play with my best friend , not work !
","cool . maybe you know my nephew ? he is in school and says i am the best aunt ever !
",1.0,3.0,1.3333333333333333,3.0,0.0,2.6666666666666665
KV-MemNN,21,1.0980576000000002,1.0,1.5555555820465088,1.5555555820465088,1.0,0.6851211190223694,1.0499999523162842,2.190117597579956,0.0904623717069626,0.1884805560111999,1.4630101919174194,2.86624526977539,2.587416648864746,0.8103420734405518,2.4289536476135254,3.5562224388122563,0.1104692485496046,0.5841911564702842,0.8515824337336209,0.8264704320223932,0.8494206915405175,-0.0237125228614655,-0.441275805234909,-0.1141916513442993,-0.0,-0.0,-0.1111111111111111,-0.1111111111111111,0.6931471805599453,0.6931471805599453,-0.0,-0.1111111111111111,"hello . my softball game was canceled due to the hurricane .
oh how are you doing ? i'm sorry to hear that .
doing great . daddy was in the army , he taught me things .
i once lived in my moms house .
mine passed when i was eight .
","your persona: i don't drink soda.
your persona: i've a boyfriend.
your persona: i live in a house.
your persona: i like to eat hamburgers and french fries.
","i'm so sorry mines too in my twenties .
","i am more of a drink at home and watch movies kind of person
",1.0,3.0,1.6666666666666667,3.0,0.3333333333333333,3.0
KV-MemNN,22,1.0929478,0.9757575988769532,1.1818181276321411,1.1818181276321411,0.8666666746139526,0.6959553956985474,0.7547169923782349,2.462226390838623,0.069312646985054,0.2058594077825546,1.6621849536895752,4.027698516845703,3.745982170104981,1.121235728263855,3.033010244369507,4.741462230682373,0.0975101375280939,0.5438948661809745,0.8036487340183291,0.7804167307611478,0.8016784915689161,-0.0937250623341303,-0.5236690640449524,-0.1026122868061065,-0.0,-0.0,-0.0909090909090909,-0.0909090909090909,0.6931471805599453,0.6931471805599453,-0.0,-0.0909090909090909,"hello . can you move objects with your mind ?
hi how are you doing ? i am okay no i wish i could .
i'm great . i had heart surgery and woke up with weird superpowers .
i'm so sorry to hear that i believe your powers are from the lord .
i do not know . my heart was outside of my body now it is in .
i tend to watch large amounts of t . v . on free times .
i love the walking dead . are you a fan ?
yes i am a fan and love zombie and vampire movies too
i like captain america and star wars .
what super powers did you awake with ?
moving objects with my mind .
ok that's cool and i like going to the gym most days .
i like to swim and walk on the beach .
","your persona: i watch too much tv in spare time.
your persona: i go to the gym most days just to socialize.
your persona: i have never had a steady relationship.
your persona: i like to spend my money on cars.
your persona: i work from home.
","i've a job inside my apartment i like working home .
","the beach is nice , but i do not get to go too often .
",1.0,3.0,3.0,3.0,0.0,4.0
